RHeel_pos_X	RHeel_pos_Y	RHeel_pos_Z	LHeel_pos_X	LHeel_pos_Y	LHeel_pos_Z
-716.951	1709.436	66.105	-736.010	1959.847	72.935
-716.958	1709.463	66.095	-736.046	1959.861	72.953
-716.960	1709.444	66.065	-736.062	1959.873	72.955
-716.961	1709.423	66.079	-736.061	1959.863	72.918
-716.991	1709.425	66.068	-736.031	1959.841	72.927
-716.978	1709.400	66.033	-736.034	1959.872	72.881
-716.982	1709.430	66.059	-736.039	1959.872	72.920
-716.995	1709.430	66.035	-736.050	1959.853	72.865
-717.006	1709.423	66.053	-736.051	1959.889	72.920
-717.010	1709.415	66.007	-736.036	1959.859	72.888
-717.012	1709.420	66.005	-736.044	1959.872	72.858
-717.021	1709.392	65.989	-736.053	1959.870	72.810
-717.014	1709.380	65.994	-736.061	1959.856	72.772
-717.017	1709.411	66.002	-736.071	1959.900	72.847
-717.026	1709.385	65.986	-736.074	1959.870	72.781
-717.043	1709.379	65.980	-736.081	1959.867	72.807
-717.034	1709.370	65.973	-736.075	1959.855	72.770
-717.057	1709.374	65.965	-736.074	1959.838	72.781
-717.028	1709.354	65.973	-736.097	1959.877	72.784
-717.046	1709.341	65.947	-736.079	1959.852	72.781
-717.053	1709.360	65.951	-736.114	1959.865	72.805
-717.057	1709.345	65.934	-736.072	1959.850	72.777
-717.063	1709.333	65.946	-736.106	1959.862	72.755
-717.061	1709.329	65.907	-736.103	1959.881	72.713
-717.093	1709.328	65.905	-736.089	1959.865	72.714
-717.095	1709.316	65.886	-736.095	1959.852	72.715
-717.097	1709.304	65.853	-736.101	1959.862	72.694
-717.119	1709.305	65.846	-736.100	1959.853	72.684
-717.170	1709.272	65.803	-736.119	1959.888	72.675
-717.189	1709.287	65.792	-736.132	1959.885	72.709
-717.207	1709.257	65.750	-736.146	1959.897	72.660
-717.277	1709.234	65.687	-736.144	1959.881	72.596
-717.278	1709.225	65.637	-736.174	1959.900	72.595
-717.311	1709.194	65.581	-736.176	1959.927	72.586
-717.349	1709.182	65.548	-736.205	1959.941	72.537
-717.379	1709.162	65.507	-736.210	1959.959	72.524
-717.426	1709.101	65.386	-736.224	1959.970	72.479
-717.475	1709.082	65.348	-736.240	1959.979	72.448
-717.500	1709.092	65.267	-736.238	1960.001	72.406
-717.503	1709.033	65.244	-736.274	1960.026	72.335
-717.524	1709.030	65.182	-736.295	1960.058	72.315
-717.579	1709.030	65.153	-736.293	1960.093	72.270
-717.605	1708.987	65.094	-736.298	1960.110	72.214
-717.642	1708.996	65.074	-736.313	1960.156	72.227
-717.638	1708.961	64.954	-736.319	1960.150	72.215
-717.664	1708.941	64.976	-736.322	1960.154	72.209
-717.630	1708.938	64.941	-736.305	1960.149	72.248
-717.625	1708.927	64.967	-736.339	1960.149	72.228
-717.624	1708.922	64.977	-736.309	1960.144	72.255
-717.628	1708.924	64.966	-736.349	1960.115	72.249
-717.657	1708.948	64.992	-736.290	1960.119	72.273
-717.619	1708.934	64.968	-736.300	1960.129	72.256
-717.623	1708.930	64.996	-736.333	1960.136	72.275
-717.639	1708.936	64.982	-736.307	1960.108	72.252
-717.658	1708.912	64.946	-736.304	1960.109	72.235
-717.653	1708.898	64.961	-736.342	1960.106	72.293
-717.673	1708.922	64.927	-736.300	1960.081	72.257
-717.667	1708.886	64.925	-736.309	1960.106	72.282
-717.695	1708.882	64.928	-736.302	1960.106	72.226
-717.712	1708.885	64.889	-736.302	1960.136	72.228
-717.721	1708.869	64.920	-736.352	1960.187	72.169
-717.724	1708.851	64.911	-736.382	1960.209	72.118
-717.733	1708.866	64.895	-736.454	1960.266	72.056
-717.733	1708.868	64.866	-736.495	1960.328	71.924
-717.779	1708.854	64.843	-736.573	1960.447	71.805
-717.835	1708.806	64.783	-736.661	1960.602	71.567
-717.874	1708.797	64.676	-736.913	1960.790	71.327
-717.962	1708.738	64.596	-737.140	1961.003	71.014
-718.057	1708.698	64.394	-737.413	1961.209	70.683
-718.184	1708.655	64.310	-737.692	1961.416	70.439
-718.307	1708.656	64.179	-737.913	1961.620	70.166
-718.423	1708.668	64.053	-738.206	1961.809	69.844
-718.531	1708.663	63.975	-738.436	1961.936	69.570
-718.619	1708.707	63.902	-738.567	1962.047	69.242
-718.666	1708.691	63.762	-738.712	1962.184	68.994
-718.702	1708.745	63.724	-738.820	1962.317	68.785
-718.780	1708.809	63.763	-738.917	1962.469	68.592
-718.859	1708.817	63.630	-739.018	1962.583	68.434
-718.911	1708.808	63.564	-739.113	1962.683	68.329
-719.027	1708.833	63.472	-739.180	1962.818	68.241
-719.107	1708.789	63.375	-739.245	1962.858	68.179
-719.245	1708.732	63.213	-739.321	1962.939	68.077
-719.396	1708.689	63.093	-739.367	1962.947	67.971
-719.517	1708.606	62.967	-739.413	1963.006	68.018
-719.662	1708.592	62.856	-739.327	1962.924	67.984
-719.778	1708.512	62.703	-739.297	1962.925	68.192
-719.902	1708.427	62.534	-739.235	1962.891	68.315
-719.985	1708.349	62.367	-739.153	1962.820	68.432
-720.031	1708.273	62.238	-739.035	1962.755	68.611
-720.062	1708.188	62.103	-738.974	1962.678	68.787
-720.091	1708.107	62.023	-738.881	1962.590	69.061
-720.115	1708.036	61.929	-738.692	1962.493	69.486
-720.121	1707.988	61.856	-738.496	1962.307	69.878
-720.162	1707.919	61.833	-738.145	1962.052	70.365
-720.128	1707.865	61.795	-737.724	1961.650	70.995
-720.116	1707.813	61.764	-737.028	1961.254	71.916
-720.569	1706.483	62.589	-736.214	1960.808	73.779
-720.333	1706.629	62.398	-735.177	1959.609	76.245
-720.295	1706.590	62.388	-733.498	1957.710	80.069
-720.279	1706.553	62.365	-731.632	1954.675	84.582
-720.266	1706.510	62.325	-728.794	1951.323	89.353
-720.226	1706.485	62.382	-725.024	1947.792	94.266
-720.172	1706.461	62.409	-719.879	1944.156	98.596
-720.109	1706.449	62.459	-713.648	1940.482	102.206
-720.071	1706.454	62.521	-706.083	1936.628	105.063
-720.019	1706.451	62.606	-697.091	1932.489	107.052
-719.944	1706.451	62.693	-686.662	1928.157	108.120
-719.906	1706.441	62.747	-674.864	1923.849	108.290
-719.876	1706.461	62.846	-661.682	1919.438	107.330
-719.823	1706.443	62.896	-646.321	1915.089	105.444
-719.770	1706.424	62.969	-630.344	1910.611	102.554
-719.736	1706.447	63.069	-613.398	1906.681	99.873
-719.709	1706.416	63.108	-596.358	1903.733	96.776
-719.660	1706.403	63.196	-576.852	1899.533	92.631
-719.637	1706.393	63.270	-557.101	1895.915	88.766
-719.604	1706.405	63.397	-537.437	1893.110	85.688
-719.556	1706.386	63.401	-516.454	1890.078	82.167
-719.479	1706.404	63.522	-495.002	1887.181	79.129
-719.415	1706.438	63.644	-472.440	1883.793	76.325
-719.358	1706.448	63.709	-450.789	1881.697	74.084
-719.272	1706.478	63.798	-428.778	1879.526	72.086
-719.180	1706.512	63.894	-406.888	1877.636	70.721
-719.100	1706.522	63.976	-385.328	1876.131	70.064
-719.033	1706.567	64.043	-363.881	1874.934	69.621
-718.939	1706.585	64.130	-343.114	1874.118	69.359
-718.878	1706.623	64.203	-322.599	1873.719	68.995
-718.817	1706.657	64.298	-302.766	1873.665	68.497
-718.729	1706.704	64.403	-283.494	1873.979	67.935
-718.645	1706.760	64.510	-264.935	1874.474	67.536
-718.526	1706.851	64.671	-247.485	1875.353	67.354
-718.403	1707.002	64.941	-230.944	1876.395	67.383
-718.195	1707.088	65.255	-215.363	1877.921	67.486
-717.973	1707.303	65.707	-201.237	1879.307	67.490
-717.772	1707.551	66.176	-188.429	1880.926	67.545
-717.531	1707.746	66.689	-176.844	1882.561	67.365
-717.245	1707.927	67.211	-166.452	1884.340	66.807
-717.002	1708.248	67.874	-157.251	1886.021	65.867
-716.600	1708.733	68.503	-149.272	1887.506	64.395
-715.728	1709.315	69.385	-142.558	1888.735	62.703
-715.103	1709.284	70.677	-137.231	1889.303	60.910
-714.376	1709.238	72.420	-133.219	1889.581	60.482
-713.649	1709.035	74.510	-130.883	1889.404	61.147
-712.726	1708.660	77.091	-128.804	1889.031	61.697
-711.534	1708.295	80.323	-126.955	1888.515	62.155
-710.095	1707.914	84.086	-124.807	1888.607	62.606
-708.383	1707.324	88.294	-121.980	1889.582	63.084
-706.595	1706.309	93.502	-119.153	1890.909	63.748
-704.282	1705.482	99.042	-117.090	1891.140	64.813
-701.337	1704.460	104.912	-115.985	1890.361	65.767
-697.926	1703.498	111.638	-115.255	1890.342	66.360
-693.647	1702.500	118.818	-114.691	1890.328	66.931
-688.593	1701.778	126.786	-114.088	1890.316	67.249
-682.565	1701.077	135.642	-113.567	1890.382	67.385
-675.286	1700.416	144.841	-113.266	1890.474	67.510
-667.134	1699.882	154.835	-113.113	1890.492	67.630
-657.489	1699.413	165.855	-113.049	1890.566	67.660
-646.702	1699.047	177.647	-112.950	1890.623	67.732
-634.614	1698.738	190.229	-112.829	1890.595	67.849
-621.000	1698.090	203.297	-112.782	1890.619	67.908
-605.434	1697.140	216.616	-112.738	1890.629	67.950
-588.120	1696.049	230.344	-112.683	1890.630	68.033
-568.816	1694.951	244.185	-112.653	1890.658	68.217
-548.262	1693.960	257.281	-112.632	1890.654	68.301
-527.161	1693.149	268.836	-112.612	1890.643	68.385
-507.039	1692.350	277.424	-112.572	1890.619	68.472
-488.211	1692.067	283.726	-112.529	1890.631	68.539
-470.095	1692.115	288.159	-112.494	1890.645	68.657
-451.898	1692.397	290.794	-112.451	1890.658	68.748
-433.056	1693.061	291.530	-112.387	1890.674	68.842
-413.067	1693.992	290.560	-112.373	1890.722	69.053
-391.963	1695.192	288.031	-112.325	1890.745	69.120
-369.737	1696.809	284.266	-112.894	1891.214	68.859
-346.634	1698.585	278.871	-112.894	1891.212	68.930
-323.069	1700.783	272.126	-112.888	1891.194	68.961
-298.791	1703.141	263.688	-112.246	1890.847	68.639
-273.974	1705.495	253.962	-112.514	1890.896	68.581
-248.216	1707.912	243.084	-112.632	1890.980	68.606
-221.371	1710.350	231.165	-112.563	1891.245	69.115
-193.369	1712.709	218.404	-111.921	1890.720	69.505
-164.153	1714.947	205.207	-111.883	1890.749	69.512
-133.778	1716.818	191.473	-111.685	1890.956	69.741
-102.467	1718.379	177.770	-112.293	1890.972	69.965
-70.151	1719.559	164.245	-112.246	1890.966	70.006
-36.071	1721.447	149.249	-112.046	1890.837	69.676
-2.015	1721.465	135.786	-112.141	1890.666	69.627
32.334	1721.674	122.041	-112.115	1890.649	69.659
68.675	1720.587	110.295	-112.061	1890.615	69.697
104.929	1719.653	98.961	-112.036	1890.603	69.779
140.755	1717.040	89.734	-111.945	1890.555	69.867
177.184	1715.179	80.856	-111.843	1890.511	69.963
213.012	1713.148	73.559	-111.724	1890.427	70.144
247.496	1709.901	67.936	-111.612	1890.313	70.275
280.674	1706.755	63.803	-111.473	1890.191	70.478
312.454	1704.268	60.305	-111.319	1890.108	70.640
342.550	1701.927	57.867	-111.159	1890.002	70.824
370.606	1699.955	56.141	-110.928	1889.880	71.093
396.538	1698.462	55.339	-110.671	1889.722	71.468
420.179	1697.721	54.935	-110.425	1889.593	71.851
441.121	1698.006	54.291	-110.187	1889.564	72.653
459.541	1700.055	53.369	-109.867	1889.502	73.459
474.842	1701.811	52.286	-109.420	1889.444	74.371
487.226	1703.925	50.670	-108.842	1889.388	75.225
496.767	1705.901	49.075	-108.148	1889.467	76.808
502.623	1707.187	49.853	-107.344	1889.504	78.723
506.010	1708.593	50.976	-106.366	1889.576	81.357
508.985	1709.424	51.141	-104.892	1889.560	84.538
512.082	1709.422	52.146	-103.071	1889.704	88.357
515.340	1708.767	54.841	-101.541	1890.526	93.414
518.336	1707.913	56.515	-98.862	1891.149	98.889
520.098	1707.498	58.045	-95.457	1891.827	104.955
521.068	1707.281	58.802	-91.139	1892.744	111.967
521.546	1707.093	59.155	-86.018	1893.785	119.852
521.772	1706.656	59.274	-79.521	1895.175	128.837
522.186	1706.507	59.489	-71.664	1896.717	138.734
522.031	1705.355	60.265	-62.074	1898.267	149.376
522.237	1705.321	60.389	-50.735	1900.168	161.322
522.412	1705.341	60.425	-37.730	1902.450	174.448
522.550	1705.363	60.385	-22.828	1904.815	188.643
522.620	1705.302	60.478	-6.029	1907.237	203.742
522.713	1705.268	60.539	12.761	1909.652	219.310
522.759	1705.208	60.598	33.751	1911.765	234.893
522.786	1705.126	60.652	56.524	1913.697	249.696
522.822	1705.045	60.724	79.099	1914.590	263.297
522.839	1704.995	60.815	100.280	1915.017	272.442
522.867	1704.925	60.899	120.461	1914.888	279.104
522.906	1704.840	60.970	140.579	1914.458	284.042
524.637	1707.851	59.635	161.276	1913.857	287.197
524.711	1707.807	59.718	182.939	1912.025	288.271
524.795	1707.978	59.737	205.451	1909.399	287.774
524.828	1707.943	59.817	228.725	1906.126	285.448
524.867	1707.923	59.902	253.193	1902.455	280.593
524.710	1707.691	60.038	277.788	1899.389	274.366
524.896	1707.855	60.054	302.744	1894.293	267.309
524.982	1707.869	60.199	328.390	1888.641	258.554
525.025	1707.876	60.391	354.623	1882.517	248.387
525.101	1707.903	60.479	381.624	1875.987	236.956
525.157	1707.924	60.560	409.690	1869.089	224.257
525.175	1707.961	60.674	438.682	1861.784	210.747
525.239	1707.944	60.767	468.767	1854.380	197.067
525.309	1707.989	60.870	500.128	1846.642	182.956
525.371	1708.015	60.996	533.747	1838.350	167.981
525.433	1708.065	61.115	567.596	1830.535	154.368
525.497	1708.055	61.214	601.516	1821.961	141.107
525.549	1708.104	61.321	636.491	1813.526	128.201
525.641	1708.112	61.435	672.087	1804.119	115.145
525.725	1708.149	61.608	707.824	1794.525	104.642
525.835	1708.180	61.804	743.130	1784.817	95.331
525.965	1708.197	62.009	779.579	1773.735	87.179
526.110	1708.228	62.233	815.236	1763.058	79.898
526.267	1708.265	62.489	850.332	1751.699	73.625
526.473	1708.245	62.746	884.630	1740.329	68.541
526.681	1708.214	63.078	917.916	1728.636	64.788
526.877	1708.174	63.552	950.108	1716.973	61.999
527.149	1708.116	64.164	980.744	1705.424	60.718
527.420	1708.039	64.701	1008.721	1694.516	60.519
527.695	1707.953	65.312	1036.529	1682.984	60.097
527.990	1707.747	66.035	1062.998	1672.059	60.557
528.290	1707.520	66.878	1087.371	1660.996	61.146
528.563	1707.278	67.759	1109.612	1649.531	61.687
528.938	1706.972	69.016	1129.284	1637.876	61.911
529.555	1706.598	70.168	1145.954	1625.359	61.608
530.158	1706.215	71.596	1160.105	1613.507	60.613
530.826	1705.903	73.824	1171.596	1602.153	59.042
531.951	1705.367	76.109	1180.717	1591.808	56.656
533.090	1704.806	78.999	1187.516	1582.910	54.845
534.398	1704.170	82.572	1191.849	1577.120	56.188
536.035	1703.385	86.402	1194.622	1573.198	57.722
537.954	1702.435	90.691	1197.185	1569.946	58.611
540.074	1701.281	95.687	1200.887	1568.121	59.867
542.615	1699.771	101.131	1205.423	1567.053	62.004
545.557	1697.878	107.166	1208.856	1566.137	63.908
549.062	1695.647	114.016	1210.687	1565.446	65.137
553.269	1692.758	121.369	1211.855	1565.122	65.970
558.347	1689.219	129.513	1212.246	1565.224	66.863
564.541	1684.937	138.654	1212.894	1565.014	67.358
572.216	1679.897	148.581	1213.529	1564.695	67.913
580.793	1674.591	159.625	1213.915	1564.482	68.115
591.574	1667.350	171.814	1214.038	1564.432	68.190
603.606	1659.913	185.022	1214.116	1564.431	68.255
617.299	1651.642	199.075	1213.868	1564.080	68.010
630.766	1641.922	215.403	1213.879	1564.201	68.039
648.315	1631.641	229.798	1214.080	1564.650	68.124
667.306	1620.671	243.557	1214.066	1564.749	68.087
687.643	1609.134	256.909	1214.081	1564.872	68.084
709.109	1597.312	268.889	1214.078	1564.997	68.099
729.549	1586.932	278.037	1214.101	1565.122	68.139
748.264	1578.715	284.812	1214.137	1565.266	68.158
765.859	1571.458	289.799	1214.126	1565.390	68.283
783.413	1564.794	292.890	1214.170	1565.480	68.329
801.845	1558.754	294.139	1214.220	1565.575	68.352
821.278	1552.897	293.496	1214.256	1565.630	68.432
841.997	1546.877	291.269	1214.294	1565.679	68.490
864.109	1541.166	287.474	1214.331	1565.718	68.539
887.252	1535.123	281.902	1214.337	1565.731	68.603
911.164	1529.066	274.993	1214.488	1565.702	68.769
935.669	1522.754	266.509	1214.584	1565.835	68.998
960.822	1516.079	256.715	1214.650	1565.836	69.069
986.658	1508.851	245.232	1213.870	1566.462	68.806
1014.043	1501.495	232.014	1213.147	1566.731	68.825
1041.601	1492.840	218.568	1213.013	1566.194	68.686
1070.035	1483.329	204.444	1213.329	1566.250	68.838
1099.393	1472.922	190.269	1212.629	1566.583	69.455
1131.096	1461.060	175.191	1212.807	1566.496	69.617
1162.202	1448.723	161.113	1214.662	1565.911	69.946
1195.468	1436.373	147.281	1215.163	1565.721	69.865
1227.036	1422.232	133.566	1215.152	1565.439	69.569
1256.573	1407.800	122.558	1215.218	1565.369	69.684
1289.737	1392.748	110.493	1214.965	1565.111	69.693
1322.944	1377.201	99.440	1215.085	1565.080	69.863
1356.252	1361.141	89.449	1215.179	1565.049	70.039
1392.935	1344.852	78.849	1215.303	1564.989	70.234
1425.872	1328.799	71.318	1215.403	1564.912	70.421
1458.078	1313.079	65.424	1215.523	1564.854	70.671
1489.059	1297.765	61.249	1215.687	1564.770	70.861
1519.029	1283.301	58.301	1215.858	1564.711	71.115
1546.525	1269.733	57.345	1216.043	1564.694	71.380
1573.331	1256.588	56.444	1216.265	1564.666	71.704
1596.777	1245.093	56.883	1216.504	1564.639	72.100
1619.129	1234.865	57.368	1216.834	1564.570	72.648
1639.853	1226.659	57.796	1217.069	1564.490	73.378
1656.481	1221.142	58.606	1217.505	1564.504	74.067
1673.330	1217.015	58.202	1217.965	1564.452	74.844
1687.492	1214.452	57.350	1218.580	1564.368	75.835
1699.087	1213.143	56.118	1219.231	1564.372	76.941
1708.291	1212.848	54.076	1220.034	1564.411	78.367
1714.820	1213.658	51.675	1220.837	1564.447	80.046
1718.661	1215.220	52.719	1222.037	1564.680	82.331
1721.942	1216.123	52.536	1223.599	1564.783	85.061
1724.959	1215.897	53.598	1225.489	1564.877	88.554
1728.350	1214.228	55.085	1227.865	1565.028	92.821
1730.799	1211.417	56.764	1230.743	1565.239	98.099
1732.435	1209.048	58.574	1234.426	1565.350	104.185
1733.929	1207.439	60.004	1239.212	1565.312	111.396
1734.765	1206.509	60.877	1245.393	1565.165	120.169
1734.944	1205.921	61.286	1253.441	1564.538	130.187
1734.660	1205.051	61.155	1263.634	1563.559	141.985
1734.833	1204.663	61.524	1276.061	1562.091	155.231
1735.061	1204.276	61.824	1290.482	1560.474	170.041
1735.255	1203.984	61.939	1307.595	1558.546	185.938
1735.415	1203.872	62.094	1325.784	1555.583	203.445
1735.512	1203.805	62.162	1345.287	1550.031	221.094
1735.613	1203.697	62.213	1369.239	1545.511	236.938
1735.697	1203.620	62.286	1395.528	1539.621	251.555
1735.708	1203.526	62.347	1422.490	1533.329	264.771
1735.704	1203.443	62.436	1447.093	1527.335	275.292
1735.727	1203.312	62.536	1469.100	1522.008	281.747
1735.702	1203.183	62.683	1489.822	1516.700	286.345
1735.642	1203.065	62.802	1510.519	1510.719	289.237
1735.551	1202.914	63.000	1531.601	1503.093	290.025
1735.556	1202.816	63.279	1552.913	1493.353	289.163
1735.506	1202.678	63.559	1574.629	1482.044	286.935
1735.526	1202.538	63.838	1596.543	1469.289	283.239
1735.638	1202.474	64.129	1617.840	1455.623	278.141
1735.760	1202.415	64.394	1640.725	1441.484	271.452
1735.906	1202.339	64.662	1663.106	1425.600	263.136
1736.098	1202.264	64.939	1685.958	1408.306	252.880
1736.595	1202.017	65.380	1708.705	1389.939	241.343
1737.875	1201.750	65.401	1731.540	1370.330	228.604
1741.656	1202.331	63.514	1754.548	1349.831	215.189
1741.956	1202.248	63.965	1778.310	1328.437	201.572
1742.182	1202.157	64.350	1802.378	1305.824	187.424
1742.307	1202.102	64.689	1826.744	1282.518	173.629
1737.865	1201.692	67.550	1851.418	1257.795	159.930
1738.099	1201.599	67.972	1875.759	1231.827	145.979
1738.346	1201.516	68.384	1900.770	1205.056	133.731
1738.629	1201.441	68.818	1925.147	1177.311	122.241
1738.802	1201.332	69.226	1949.451	1147.956	111.827
1738.934	1201.170	69.651	1971.290	1117.459	101.274
1739.073	1200.987	70.092	1993.395	1087.331	92.559
1739.202	1200.758	70.478	2014.387	1056.905	85.022
1739.337	1200.532	70.950	2035.062	1026.840	79.044
1739.526	1200.335	71.553	2054.937	997.176	74.378
1739.557	1200.084	72.223	2073.584	967.858	70.766
1739.620	1199.846	72.818	2091.488	939.542	68.589
1739.856	1199.606	73.511	2108.012	911.542	67.165
1740.306	1199.360	74.382	2122.022	883.759	66.056
1740.609	1199.044	75.376	2134.176	856.896	65.684
1740.815	1198.630	76.552	2144.768	831.252	65.627
1741.254	1198.203	77.881	2153.981	806.945	65.429
1741.562	1197.686	79.345	2161.377	784.354	65.254
1742.019	1197.166	80.982	2166.905	764.215	64.887
1742.555	1196.463	82.932	2170.632	746.326	64.017
1743.322	1195.705	85.337	2172.568	731.110	62.529
1744.136	1194.710	88.134	2173.338	718.232	60.314
1744.976	1193.558	91.132	2173.400	708.308	57.470
1746.001	1192.298	94.460	2172.887	700.665	54.107
1747.259	1190.952	98.013	2172.572	696.522	54.446
1748.690	1189.430	101.900	2172.922	693.828	55.376
1750.040	1187.563	106.284	2173.722	690.545	56.243
1751.603	1185.349	110.981	2175.399	686.722	57.628
1753.262	1182.590	116.346	2177.666	682.641	59.762
1755.181	1179.237	122.196	2179.790	679.331	61.739
1757.227	1175.129	128.642	2180.863	677.343	63.048
1759.612	1170.169	135.869	2181.471	676.252	63.999
1760.775	1163.960	145.116	2181.979	675.617	64.636
1764.006	1156.311	153.685	2182.428	675.034	65.249
1767.889	1147.034	163.241	2182.728	674.549	65.616
1772.185	1136.271	173.804	2182.843	674.244	65.868
1777.105	1123.741	185.559	2182.958	674.043	66.026
1782.857	1109.739	198.328	2183.045	673.911	66.085
1788.941	1093.321	211.490	2183.142	673.833	66.164
1795.839	1075.194	224.852	2183.213	673.750	66.221
1803.433	1055.206	237.912	2183.300	673.646	66.300
1811.624	1034.016	250.219	2183.371	673.520	66.382
1820.331	1011.914	261.546	2183.257	673.316	66.393
1829.130	991.142	271.204	2183.283	673.234	66.489
1838.516	973.353	278.293	2183.271	673.189	66.598
1848.248	957.385	283.565	2183.277	673.148	66.687
1858.260	942.559	287.241	2183.290	673.076	66.845
1868.792	927.722	288.754	2183.322	672.998	67.063
1880.446	912.358	288.302	2183.332	672.863	67.310
1892.855	895.739	285.841	2183.255	672.618	67.557
1906.107	877.810	281.687	2182.269	671.640	67.061
1919.908	858.573	275.922	2182.227	671.538	67.352
1934.093	838.224	268.708	2182.153	671.442	67.586
1948.297	816.798	259.919	2182.098	671.291	67.851
1962.458	794.585	249.613	2182.330	671.375	68.323
1975.615	770.679	237.889	2182.315	671.208	68.551
1988.978	745.940	225.237	2183.945	672.622	70.223
2002.146	719.937	211.789	2183.698	673.120	70.682
2015.439	692.718	197.946	2183.718	672.904	70.915
2028.471	664.066	184.225	2183.772	672.787	71.174
2041.025	634.065	170.235	2183.033	672.011	70.478
2053.364	603.375	156.639	2182.672	671.454	70.209
2065.772	571.540	142.503	2183.312	670.966	70.905
2076.185	537.820	129.093	2183.379	670.817	71.295
2085.617	503.477	115.944	2183.440	670.632	71.655
2096.326	469.890	105.691	2183.496	670.430	72.005
2104.653	435.469	95.080	2183.596	670.246	72.477
2112.875	400.405	85.628	2183.705	669.977	72.917
2120.241	365.210	77.615	2183.819	669.808	73.348
2126.866	330.470	70.709	2183.863	669.577	73.735
2132.537	296.464	64.987	2183.909	669.373	74.221
2137.253	263.276	60.574	2184.057	669.133	74.817
2141.808	231.399	57.335	2184.237	668.894	75.473
2145.633	200.851	55.121	2184.571	668.568	76.254
2149.166	171.994	54.024	2184.758	668.260	76.998
2152.441	145.028	53.703	2184.850	667.872	77.866
