RHeel_pos_X	RHeel_pos_Y	RHeel_pos_Z	LHeel_pos_X	LHeel_pos_Y	LHeel_pos_Z
-537.364	1673.307	56.471	-117.108	1888.272	57.597
-537.279	1673.326	56.587	-99.872	1891.171	55.795
-537.196	1673.352	56.669	-82.992	1893.911	54.147
-537.140	1673.389	56.832	-66.696	1896.358	52.799
-537.055	1673.431	56.919	-51.403	1898.620	51.598
-536.958	1673.521	57.078	-36.873	1900.465	50.274
-536.841	1673.733	57.461	-23.544	1902.026	49.653
-536.658	1673.959	57.971	-11.500	1903.135	49.171
-536.287	1674.262	58.763	-1.190	1903.961	49.083
-535.828	1674.188	59.959	7.435	1904.270	48.810
-535.472	1674.273	61.633	14.553	1904.226	48.909
-534.962	1674.244	63.236	19.628	1903.913	49.032
-534.608	1674.088	65.307	22.673	1904.015	49.562
-534.002	1673.902	66.805	24.363	1904.742	50.104
-533.502	1674.041	68.609	26.207	1905.383	50.807
-532.970	1673.967	70.153	28.080	1906.035	51.749
-532.398	1673.950	72.580	30.063	1906.425	52.551
-531.329	1673.693	75.239	31.958	1906.639	53.347
-530.289	1673.497	78.455	33.416	1906.787	54.178
-528.723	1673.356	82.303	34.838	1906.965	55.227
-526.952	1673.231	86.959	35.921	1907.017	55.902
-524.558	1672.963	92.323	36.332	1907.107	56.239
-521.499	1672.901	98.682	36.457	1907.147	56.391
-517.700	1672.908	105.949	36.581	1907.146	56.489
-513.238	1673.227	114.569	36.719	1907.225	56.534
-507.602	1673.571	123.748	36.789	1907.250	56.620
-500.775	1674.222	134.398	36.864	1907.299	56.605
-492.691	1675.084	145.488	36.901	1907.336	56.625
-483.207	1676.564	158.108	36.953	1907.321	56.603
-472.242	1678.035	171.282	36.984	1907.335	56.556
-459.510	1679.890	185.253	37.025	1907.367	56.555
-444.929	1681.775	199.621	37.026	1907.366	56.541
-428.086	1683.886	214.373	37.059	1907.377	56.537
-409.027	1686.255	229.106	37.090	1907.411	56.536
-387.507	1689.034	243.201	37.122	1907.412	56.600
-363.152	1692.121	255.992	37.176	1907.409	56.626
-339.265	1695.763	266.037	37.218	1907.437	56.691
-320.926	1699.183	272.061	37.293	1907.473	56.765
-305.019	1701.940	274.719	37.316	1907.523	56.825
-288.948	1704.888	275.515	37.368	1907.553	56.919
-271.137	1708.962	275.253	37.483	1907.564	57.020
-251.852	1713.757	273.852	37.186	1907.930	56.784
-230.920	1718.901	271.704	37.697	1909.714	55.810
-209.317	1724.403	268.672	37.767	1909.697	55.933
-187.266	1729.703	264.343	37.847	1909.717	56.192
-165.105	1734.705	258.170	39.024	1909.010	55.217
-143.029	1738.982	250.477	39.113	1908.963	55.304
-120.064	1743.015	241.425	39.167	1908.931	55.344
-96.164	1746.561	231.573	39.334	1909.159	55.669
-71.427	1749.401	220.951	39.170	1906.962	58.137
-45.570	1751.765	209.543	39.357	1906.658	58.507
-19.753	1752.865	198.586	42.375	1908.522	57.420
7.609	1754.437	186.459	42.495	1908.145	58.093
35.915	1755.195	174.038	39.100	1905.604	61.241
64.622	1755.097	161.684	39.424	1905.253	62.032
95.308	1755.641	148.613	40.151	1904.936	62.819
126.094	1755.087	135.719	40.696	1904.561	64.251
156.580	1753.810	123.477	41.089	1904.328	65.297
188.831	1751.515	112.217	41.416	1904.126	66.779
220.996	1749.360	101.467	42.019	1903.806	68.410
253.651	1747.242	91.627	42.577	1903.552	69.845
285.634	1744.230	83.173	43.101	1903.512	71.543
317.934	1741.810	75.486	43.660	1903.333	73.162
350.038	1738.992	68.863	44.167	1903.338	74.850
381.551	1735.840	63.398	44.875	1903.067	76.339
411.977	1732.590	59.126	45.567	1902.781	78.370
441.129	1728.786	55.995	46.079	1902.567	79.889
469.265	1725.037	53.918	46.583	1902.509	81.500
496.586	1722.372	52.466	47.373	1902.364	83.387
522.869	1720.973	50.915	48.112	1902.375	84.752
546.581	1718.860	50.493	48.588	1902.514	86.370
568.851	1717.438	49.905	49.125	1902.536	87.758
588.674	1715.718	49.439	49.810	1902.569	89.331
606.541	1714.727	49.051	50.546	1902.699	90.919
622.099	1714.454	48.306	51.194	1902.872	92.754
635.563	1715.065	47.199	52.092	1903.011	94.706
646.892	1716.609	46.059	53.301	1903.232	97.139
656.008	1717.471	45.616	54.452	1903.503	99.900
661.301	1718.766	45.790	56.223	1903.601	103.258
664.260	1719.592	45.453	58.202	1903.766	107.107
665.544	1719.582	46.029	60.607	1903.792	111.454
666.930	1719.000	46.759	63.559	1903.680	116.217
668.741	1718.373	47.561	67.262	1903.602	121.968
671.022	1717.535	48.451	71.434	1903.539	128.462
673.080	1716.561	49.468	76.661	1903.306	135.662
674.473	1715.474	50.638	82.893	1903.066	143.703
674.516	1714.390	51.683	90.489	1902.505	152.531
674.785	1714.347	51.845	99.309	1901.665	162.582
674.945	1714.321	51.883	109.193	1900.599	174.511
675.085	1714.248	51.967	121.521	1899.514	186.366
675.176	1714.152	52.071	135.588	1898.339	199.097
675.261	1714.096	52.030	151.604	1896.825	212.526
675.246	1714.087	52.059	170.204	1894.791	226.612
675.628	1714.806	51.619	191.330	1891.767	240.561
675.687	1714.693	51.805	215.224	1888.123	253.900
675.228	1714.039	51.908	242.343	1883.020	266.058
675.212	1714.028	51.910	270.577	1878.528	275.845
675.174	1714.014	51.830	295.643	1875.472	283.424
675.144	1714.055	51.803	316.499	1872.387	288.536
675.132	1714.061	51.755	335.132	1869.298	291.137
675.107	1714.059	51.728	353.967	1866.708	291.719
675.049	1714.043	51.748	374.001	1863.355	291.103
675.029	1714.038	51.775	395.807	1860.178	289.085
676.077	1715.956	50.901	418.813	1856.225	286.168
676.264	1716.129	50.953	443.127	1852.571	281.672
676.247	1716.086	50.999	468.354	1848.709	275.815
676.286	1716.038	51.098	494.138	1844.876	268.708
676.272	1716.021	51.206	519.666	1839.942	260.122
676.321	1716.012	51.267	545.736	1834.862	249.880
676.416	1716.110	51.295	572.501	1829.562	238.395
676.468	1716.083	51.369	600.269	1824.114	225.841
676.517	1716.069	51.426	629.159	1818.385	212.898
676.551	1716.070	51.541	659.537	1812.944	199.150
676.589	1716.089	51.622	691.427	1807.055	184.615
676.644	1716.090	51.729	723.433	1800.758	170.814
676.673	1716.079	51.814	755.926	1793.979	156.949
676.712	1716.076	51.906	792.124	1787.438	139.431
676.806	1716.117	51.954	827.052	1780.783	125.138
676.889	1716.132	52.070	863.179	1773.790	112.514
676.971	1716.141	52.167	899.631	1766.552	100.775
677.100	1716.157	52.236	936.491	1759.913	89.266
677.209	1716.209	52.396	973.398	1753.188	79.391
677.335	1716.291	52.551	1009.916	1746.817	70.493
677.514	1716.457	52.732	1046.274	1740.843	63.017
677.718	1716.730	52.996	1081.714	1735.078	57.074
677.956	1717.018	53.414	1115.872	1729.798	52.664
678.167	1717.351	53.995	1148.446	1724.697	50.514
678.438	1717.745	54.484	1178.834	1720.617	49.448
678.778	1718.155	54.964	1207.358	1716.901	48.266
679.173	1718.568	55.651	1233.800	1713.363	47.337
679.615	1719.067	56.699	1257.523	1709.681	46.819
680.277	1719.169	58.072	1278.725	1705.855	46.706
680.877	1719.213	59.921	1296.885	1701.480	45.986
681.431	1719.134	62.130	1312.842	1697.665	44.635
682.189	1718.943	64.741	1324.380	1693.050	43.609
682.959	1718.653	67.281	1331.736	1689.624	44.164
683.835	1718.366	69.926	1336.441	1687.825	44.797
683.515	1718.018	74.121	1335.794	1686.807	47.853
684.647	1717.814	77.394	1337.785	1686.451	49.025
686.011	1717.621	81.068	1340.450	1685.496	50.139
687.750	1717.442	85.056	1343.357	1684.359	51.502
689.789	1717.301	89.450	1345.721	1683.088	52.854
692.257	1717.197	94.851	1348.060	1682.278	54.340
695.310	1716.796	101.121	1349.902	1681.112	55.520
699.470	1715.992	108.780	1351.220	1680.162	56.622
704.164	1714.893	117.859	1351.778	1679.708	57.097
709.765	1712.661	128.042	1352.063	1679.532	57.442
717.692	1710.775	139.505	1352.075	1679.276	57.695
727.437	1708.553	152.348	1352.317	1679.300	57.737
739.296	1706.773	166.495	1352.496	1679.287	57.846
752.717	1703.493	181.595	1352.538	1679.265	57.876
768.237	1699.122	197.370	1352.566	1679.235	57.893
786.093	1694.168	213.613	1352.604	1679.237	57.927
806.934	1688.034	230.166	1352.677	1679.254	58.000
830.874	1681.090	246.118	1352.700	1679.256	58.053
858.196	1673.890	260.375	1352.784	1679.257	58.105
885.929	1668.711	271.579	1352.783	1679.209	58.167
909.301	1666.076	278.546	1352.829	1679.236	58.292
929.767	1664.116	281.914	1352.863	1679.210	58.375
950.249	1662.158	282.884	1352.922	1679.154	58.472
972.318	1659.781	282.287	1352.981	1679.132	58.584
995.982	1656.570	280.398	1353.075	1679.123	58.696
1021.035	1652.428	277.596	1353.440	1679.268	59.166
1047.078	1647.295	274.148	1353.503	1679.238	59.275
1073.465	1641.076	269.525	1353.593	1679.265	59.484
1099.605	1633.988	263.434	1352.945	1679.746	59.306
1125.309	1626.463	255.584	1352.531	1679.327	58.838
1150.849	1618.276	246.081	1351.285	1679.405	58.945
1176.744	1609.405	235.352	1351.265	1679.142	59.453
1203.915	1599.547	223.261	1351.545	1678.939	60.495
1231.187	1588.318	210.983	1351.184	1678.347	61.439
1257.309	1572.793	198.990	1353.080	1677.503	63.346
1286.515	1560.306	186.047	1353.691	1677.431	65.121
1315.921	1546.171	172.466	1354.058	1677.159	66.739
1346.504	1530.980	159.100	1355.347	1676.592	68.259
1376.613	1514.241	145.038	1355.703	1675.904	69.437
1406.041	1496.846	130.807	1356.260	1675.634	71.130
1436.945	1478.032	118.149	1356.563	1674.999	72.658
1466.098	1457.818	105.053	1356.130	1673.298	74.308
1495.392	1436.709	93.282	1357.373	1674.058	75.996
1527.689	1414.906	84.788	1357.818	1673.653	77.362
1557.066	1392.719	75.795	1358.187	1673.153	78.919
1586.132	1370.115	68.124	1357.789	1671.523	80.576
1614.584	1347.270	61.990	1358.253	1670.975	81.986
1641.570	1324.496	57.269	1359.317	1671.639	83.487
1666.896	1302.217	54.437	1359.019	1670.033	84.814
1689.318	1281.044	54.087	1359.422	1669.457	86.132
1708.879	1261.085	52.827	1359.802	1669.070	87.705
1726.319	1242.851	51.460	1360.373	1668.559	89.252
1740.952	1226.494	50.310	1361.036	1667.983	90.893
1753.398	1212.478	49.316	1361.735	1667.667	92.845
1764.144	1201.114	48.671	1362.536	1667.201	94.770
1772.951	1192.840	48.190	1364.315	1667.940	97.077
1779.492	1187.329	47.758	1364.855	1666.417	100.079
1783.129	1184.539	47.547	1366.589	1665.725	103.739
1784.117	1183.230	48.198	1368.847	1664.793	108.290
1785.074	1181.515	49.106	1371.638	1663.300	113.735
1786.287	1179.368	50.086	1375.000	1662.079	121.085
1787.676	1176.958	51.494	1379.211	1659.293	129.208
1788.615	1174.956	52.787	1384.534	1655.146	138.471
1789.054	1174.065	53.476	1391.143	1650.258	148.714
1789.286	1173.654	53.752	1399.133	1643.949	160.456
1789.333	1173.418	53.880	1408.808	1636.478	173.400
1789.473	1173.182	54.075	1420.433	1628.038	187.722
1789.528	1173.015	54.251	1433.994	1618.274	203.052
1789.547	1172.932	54.289	1449.332	1606.755	219.011
1789.573	1172.910	54.284	1466.660	1592.745	235.237
1789.601	1172.908	54.235	1485.814	1576.259	250.882
1789.582	1172.886	54.185	1507.669	1556.668	264.845
1789.574	1172.926	54.112	1530.907	1535.867	276.668
1789.509	1172.915	54.037	1551.555	1517.761	286.230
1789.504	1172.905	54.026	1569.437	1503.039	292.740
1789.484	1172.926	53.997	1585.742	1490.543	296.554
1789.477	1172.927	54.015	1602.205	1477.978	298.275
1789.423	1172.938	54.026	1619.258	1463.786	298.293
1789.371	1172.938	54.035	1637.735	1447.720	297.583
1789.336	1172.932	54.078	1656.344	1429.940	295.770
1789.318	1172.922	54.133	1675.493	1411.368	292.781
1789.276	1172.897	54.229	1694.789	1392.226	288.217
1789.228	1172.878	54.311	1714.088	1372.785	282.005
1789.222	1172.864	54.404	1733.291	1353.006	274.047
1790.142	1172.645	55.019	1752.617	1332.631	264.433
1789.654	1172.571	55.304	1772.489	1311.364	253.494
1799.276	1175.136	50.763	1792.562	1289.147	241.651
1799.272	1175.089	50.873	1813.309	1265.629	228.684
1791.651	1175.167	54.273	1835.089	1241.218	215.228
1791.637	1175.036	54.488	1856.625	1215.498	201.149
1790.708	1174.859	55.022	1876.882	1188.547	185.504
1788.945	1172.901	55.777	1899.006	1160.176	170.779
1789.335	1172.553	55.408	1921.892	1131.709	156.885
1789.408	1172.531	55.527	1943.550	1099.856	142.068
1789.531	1172.526	55.699	1964.276	1067.576	126.956
1789.704	1172.521	55.862	1985.344	1034.616	112.961
1790.015	1172.538	56.124	2006.249	1001.207	100.083
1790.299	1172.532	56.350	2026.625	967.103	88.265
1790.681	1172.531	56.675	2046.935	933.054	78.119
1791.123	1172.553	57.071	2066.454	899.030	69.264
1791.660	1172.579	57.521	2085.170	865.419	61.957
1792.152	1172.575	57.935	2103.251	832.709	56.670
1792.604	1172.554	58.392	2119.567	800.702	52.727
1793.149	1172.544	59.076	2134.423	770.372	50.181
1793.655	1172.479	59.917	2147.520	741.777	48.810
1794.032	1172.127	61.373	2159.052	715.690	48.547
1794.420	1171.651	63.084	2169.501	692.831	49.273
1794.852	1171.203	65.248	2176.800	671.396	49.169
1795.349	1170.547	67.803	2181.693	652.427	48.191
1795.472	1169.679	70.206	2184.372	636.104	46.086
1795.992	1168.799	73.245	2184.850	623.366	44.588
1796.256	1167.747	76.289	2184.678	615.812	45.252
1796.695	1166.609	79.721	2183.705	611.044	44.911
1797.167	1165.189	83.439	2183.832	609.314	45.370
1797.940	1163.811	87.296	2184.809	606.483	46.140
1798.711	1162.177	91.307	2185.977	603.212	47.555
1799.766	1160.291	96.178	2187.422	600.025	49.127
1801.268	1157.573	102.264	2188.400	597.234	50.396
1803.132	1153.953	109.876	2189.164	594.766	51.872
1805.408	1149.301	118.529	2189.610	592.563	53.284
1808.728	1143.821	128.791	2189.733	591.431	54.108
1812.299	1136.183	140.495	2189.785	591.052	54.410
1816.453	1126.939	153.541	2189.758	590.865	54.570
1821.377	1115.726	167.956	2189.799	590.679	54.691
1826.928	1102.283	183.440	2189.830	590.554	54.765
1832.999	1086.474	199.652	2189.910	590.474	54.863
1840.050	1068.174	216.221	2189.925	590.411	54.902
1848.463	1046.848	232.919	2190.045	590.406	55.052
1858.325	1022.202	249.076	2190.079	590.371	55.123
1870.934	994.961	263.740	2190.132	590.328	55.204
1884.878	968.247	275.152	2190.176	590.296	55.259
1897.708	946.687	282.234	2190.187	590.246	55.392
1908.894	928.492	285.434	2190.225	590.183	55.450
1919.980	910.169	286.483	2190.249	590.121	55.568
1931.514	890.053	285.819	2189.844	589.690	55.343
1943.520	867.797	284.262	2189.963	589.653	55.555
1955.688	843.842	281.799	2189.969	589.536	55.615
1967.578	818.664	278.483	2190.027	589.432	55.737
1979.095	792.930	273.643	2190.051	589.325	55.845
1990.058	767.329	267.070	2190.090	589.255	55.907
2000.694	741.975	258.364	2190.319	589.262	56.229
2010.849	716.011	247.927	2190.322	589.169	56.387
2020.837	688.958	236.243	2192.170	590.998	58.591
2030.406	660.441	223.727	2191.670	591.203	59.373
2040.229	630.728	210.709	2191.575	590.809	60.521
2049.759	599.569	197.204	2191.425	590.289	61.985
2059.177	567.007	183.366	2190.411	589.147	62.478
2068.080	533.132	169.315	2190.262	588.482	63.994
2076.976	498.166	154.737	2188.554	586.285	64.091
2084.132	462.103	140.720	2189.268	585.747	66.539
2089.380	426.453	126.366	2189.315	585.133	68.366
2095.203	386.868	114.587	2189.342	584.639	70.138
2099.490	349.809	103.411	2189.239	583.989	71.681
2102.329	310.755	91.812	2189.318	583.423	73.350
2105.144	271.070	81.666	2189.132	582.801	74.675
2107.515	231.942	72.986	2189.205	582.267	76.342
2109.044	193.217	65.416	2189.253	581.675	78.044
2110.629	155.187	59.678	2189.103	581.072	79.304
2111.649	118.313	55.496	2189.082	580.536	80.754
2112.324	83.297	52.880	2189.142	580.096	81.944
2112.806	50.860	51.720	2189.046	579.577	83.292
2112.772	21.132	51.084	2189.103	578.892	84.786
2112.641	-5.357	50.991	2189.120	578.066	86.632
2112.049	-28.322	50.774	2189.209	577.231	88.693
2111.344	-47.971	50.131	2189.261	576.228	90.869
2110.935	-64.331	48.571	2189.483	575.022	93.464
2111.290	-77.647	46.031	2189.748	573.501	96.663
2112.166	-86.949	44.824	2190.225	571.755	100.521
2112.963	-91.588	44.192	2190.772	569.440	104.841
2114.194	-93.483	43.371	2192.195	567.568	110.606
2114.424	-95.545	43.666	2192.015	563.086	116.118
2114.117	-97.726	44.735	2192.689	558.627	123.204
2113.459	-100.669	45.829	2193.631	553.035	131.452
2112.418	-103.658	47.098	2195.331	546.806	141.185
2111.622	-105.969	48.656	2195.556	537.463	151.248
2111.148	-107.526	49.533	2196.419	527.122	162.779
2111.032	-108.109	49.881	2198.157	515.743	175.972
2110.960	-108.376	49.972	2198.865	500.790	189.192
2110.877	-108.551	50.141	2200.590	484.368	203.826
2110.743	-108.723	50.288	2203.194	466.249	219.665
2110.671	-108.784	50.387	2204.565	444.196	235.275
2110.634	-108.816	50.408	2205.335	418.774	250.341
2110.660	-108.809	50.457	2206.037	389.616	264.381
2110.630	-108.789	50.450	2206.260	357.668	275.537
2110.732	-108.816	50.369	2205.906	328.900	284.444
2110.654	-108.781	50.385	2205.821	304.585	290.361
2110.864	-108.797	50.357	2206.398	283.674	293.618
2111.091	-108.842	50.709	2207.047	263.147	294.646
2111.109	-108.836	50.777	2207.596	241.228	294.241
2111.081	-108.814	50.843	2207.724	217.412	292.586
2110.667	-108.498	50.678	2207.541	191.985	289.771
2110.638	-108.527	50.772	2207.115	165.322	285.903
2110.607	-108.504	50.878	2206.461	137.913	280.903
2112.473	-110.728	50.594	2205.487	109.864	274.295
2114.386	-110.036	48.659	2204.531	81.535	266.192
2110.110	-107.860	50.404	2203.506	52.968	256.504
2110.057	-107.873	50.541	2202.448	23.721	245.319
2110.527	-108.117	50.262	2201.632	-6.678	233.334
2110.458	-108.959	51.029	2200.002	-38.019	220.078
2110.094	-108.869	51.429	2197.818	-70.473	205.794
2110.105	-108.944	51.536	2195.143	-104.093	191.187
2110.133	-109.000	51.705	2191.752	-138.224	176.339
2110.138	-109.059	51.830	2188.534	-173.121	161.889
